file_path,file_name,reference_text,transcribed_text,audio_duration,processing_time,WER,CER,model
test\alip\64624_alip_.wav,64624_alip_.wav,de manhã a minha a família dá banho no meu pai e a tarde a gente vai na minha avó pra dar banho na minha avó,De manhã a família está banhando o meu pai e à tarde a gente vê a minha vó pra dar banho na minha vó.,5.12,2.3212649822235107,0.38461538461538464,0.19444444444444445,nova-2
test\Ted_part1\cVZSicAvgAg-0065.wav,cVZSicAvgAg-0065.wav,certeza absoluta que não ia ser é o ator no filme eu sei que o que,"Certeza absoluta que não ia ser ele o ator do filme, ia ser aquele que",3.8,2.2028398513793945,0.375,0.15151515151515152,nova-2
test\sp\45754_sp_.wav,45754_sp_.wav,mulher nem saía tanto né pra trabalhar era mais o homem,"Mulher nem saía tanto né, pra trabalhar era mais o homem.",3.779,1.887030839920044,0.0,0.0,nova-2
test\Ted_part1\Ab5xNf5VoEc-0061.wav,Ab5xNf5VoEc-0061.wav,foi aí que cheguei numa nova metodologia eh comecei mudando as quantidades de areia que deixavam,Foi aí que cheguei numa nova metodologia. Comecei mudando as quantidades de areia que deixavam.,8.96,2.541581153869629,0.0625,0.03125,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\62071_nurc_.wav,62071_nurc_.wav,ou quando sofrem por aquele rapaz,Quando sofrem por aquele rapaz.,2.069,2.1310911178588867,0.16666666666666666,0.09090909090909091,nova-2
test\CORAL\33070_CO_bfammn17.wav,33070_CO_bfammn17.wav,cada passeio muito divertido,Cada passeio é muito divertido.,2.756,1.9912934303283691,0.25,0.07142857142857142,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\242735_nurc_.wav,242735_nurc_.wav,levavam roupas levavam uma série de coisas,,2.649,1.7412934303283691,1.0,1.0,nova-2
test\sp\71571_sp_.wav,71571_sp_.wav,eh,,0.644,1.6622183322906494,1.0,1.0,nova-2
test\sp\71590_sp_.wav,71590_sp_.wav,ah não sei eh fala falavam,,2.22,2.2842462062835693,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\140744_nurc_.wav,140744_nurc_.wav,que se segue a uma fase de discurso egocêntrico,"Se segue a uma fase de discurso egocêntrico,",3.272,2.1090729236602783,0.1111111111111111,0.0851063829787234,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\126640_nurc_.wav,126640_nurc_.wav,por ser muito fraco,,1.193,2.0648908615112305,1.0,1.0,nova-2
test\alip\3326_alip_.wav,3326_alip_.wav,eram crianças especiais eh,Tenho crianças especiais e.,2.88,2.123309850692749,0.5,0.19230769230769232,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\128090_nurc_.wav,128090_nurc_.wav,fazendas que amassam,Fazendo as que a massa.,1.147,1.7572021484375,1.3333333333333333,0.2,nova-2
test\alip\50775_alip_.wav,50775_alip_.wav,que ele era,Ele era.,0.56,1.5752816200256348,0.3333333333333333,0.36363636363636365,nova-2
test\CORAL\32721_CO_bfammn16.wav,32721_CO_bfammn16.wav,precisou,Precisou?,1.095,3.97680401802063,0.0,0.0,nova-2
test\CORAL\13689_CO_bfammn22.wav,13689_CO_bfammn22.wav,não,Não.,0.433,1.6553404331207275,0.0,0.0,nova-2
test\sp\46222_sp_.wav,46222_sp_.wav,não tento me por no sair do da da condição de,Não tento sair do da condição de,3.3,2.948681354522705,0.36363636363636365,0.28888888888888886,nova-2
test\sp\43440_sp_.wav,43440_sp_.wav,eu gosto do sotaque paulista,,2.36,3.020888566970825,1.0,1.0,nova-2
test\CORAL\33049_CO_bfammn17.wav,33049_CO_bfammn17.wav,carro não pegou a bateria arriou,"Carlos pegou bateria, raiou.",2.83,2.701078414916992,0.6666666666666666,0.28125,nova-2
test\sp\45115_sp_.wav,45115_sp_.wav,se eu fosse dizer hoje eu eu não sairia do centro,Fosse dizer hoje eu eu não sairia do centro.,2.724,2.8508896827697754,0.18181818181818182,0.12244897959183673,nova-2
test\sp\71188_sp_.wav,71188_sp_.wav,aí eu falo pros meus colegas ó está vendo aquela varanda ali na paulista não na paulista não na,Eu falo pros colegas está vendo aquela varanda ali na paulista não na,4.42,4.048127889633179,0.3157894736842105,0.2736842105263158,nova-2
test\sp\71503_sp_.wav,71503_sp_.wav,eu falei ah não meu irmão falou assim não não eu falei ah não pô acabei de ganhar tinha ganhado por,"Não, não, minha irmã falou assim, não, não, eu falei ah não pô, fui de ganhar, tinha ganhado tudo.",5.07,2.854379653930664,0.3333333333333333,0.25252525252525254,nova-2
test\sp\43513_sp_.wav,43513_sp_.wav,o que que cê acha que te,,2.693,2.187962293624878,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\61910_nurc_.wav,61910_nurc_.wav,e no entanto depois ele se desviar,No entanto depois ele se desviar,1.863,1.9718544483184814,0.14285714285714285,0.058823529411764705,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142864_nurc_.wav,142864_nurc_.wav,é de de de aspectos do relevo,De de de aspectos do relevo.,4.051,1.944559097290039,0.14285714285714285,0.06896551724137931,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142870_nurc_.wav,142870_nurc_.wav,ou seja como vai proceder,"Seja, como vai proceder,",1.771,2.042461395263672,0.2,0.12,nova-2
test\alip\80275_alip_.wav,80275_alip_.wav,e graças a deus,E graças a Deus.,1.32,2.2765488624572754,0.0,0.0,nova-2
test\sp\70604_sp_.wav,70604_sp_.wav,lapa,Lapa.,1.113,3.7978405952453613,0.0,0.0,nova-2
test\sp\47841_sp_.wav,47841_sp_.wav,e é tranquilo lidar com,E é tranquilo lidar com,1.48,1.97361421585083,0.0,0.0,nova-2
test\Ted_part1\bHXkqtjb0O0-0096.wav,bHXkqtjb0O0-0096.wav,e assim ficam tudo nas suas vidas é uma aventura tudo requer imenso esforço como se,"E assim ficam. Tudo nas suas vidas é uma aventura, tudo requer imenso esforço, como se",12.08,2.410515069961548,0.0,0.0,nova-2
test\sp\44951_sp_.wav,44951_sp_.wav,tá bem pertinho mas eh eh é um uma,"Tá bem pertinho, mas é é uma",2.657,1.880112886428833,0.3333333333333333,0.23529411764705882,nova-2
test\sp\71841_sp_.wav,71841_sp_.wav,gordo gordo,"Gordo, gordo.",1.36,1.634324073791504,0.0,0.0,nova-2
test\sp\42929_sp_.wav,42929_sp_.wav,e ele mudou muito nesses vinte anos que você mora aqui,E ele mudou muito nesses vinte anos que você mora aqui.,3.145,2.1598763465881348,0.0,0.0,nova-2
test\sp\48537_sp_.wav,48537_sp_.wav,aquela loupa então eu meio que chamava atenção meu jeito de falar porque eles falava quente,"Ela lupa, eu meio que chamava atenção, meu jeito de falar porque ele falava que entre.",5.26,2.225084066390991,0.375,0.15384615384615385,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\127291_nurc_.wav,127291_nurc_.wav,de tarde na hora do almoço,,1.777,2.5908775329589844,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\61849_nurc_.wav,61849_nurc_.wav,dá água,Da água.,0.626,1.7413763999938965,0.5,0.14285714285714285,nova-2
test\CORAL\19150_CO_bfammn19.wav,19150_CO_bfammn19.wav,uma colmeia ali né,,1.634,1.7761101722717285,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\61493_nurc_.wav,61493_nurc_.wav,apesar da contribuição dele ser muito grande,Apesar da contribuição dele ser muito grande.,2.882,2.5815107822418213,0.0,0.0,nova-2
test\sp\45656_sp_.wav,45656_sp_.wav,aí depois teve nós duas com a minha mãe,Aí depois servindo as duas com minha mãe,2.535,2.258375406265259,0.3333333333333333,0.2564102564102564,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\140798_nurc_.wav,140798_nurc_.wav,as posições assumidas por linguistas e psicólogos,As posições assumidas por linguistas e psicólogos.,3.428,1.9985401630401611,0.0,0.0,nova-2
test\CORAL\832_CO_bfammn20.wav,832_CO_bfammn20.wav,a aí a o capetão chegou lá e falou assim aí joão soldado,O capitão chegou lá e falou Sérgio João Saudade?,4.427,1.9708571434020996,0.5384615384615384,0.32142857142857145,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142721_nurc_.wav,142721_nurc_.wav,a maioria não fez uma caracterização da área,A maioria não fez uma caracterização da área.,3.354,1.9473903179168701,0.0,0.0,nova-2
test\Ted_part1\a24A8MyzR2Y-0102.wav,a24A8MyzR2Y-0102.wav,conversar com gente jovem de escutar eles me escutarem e a gente se diverte bastante também vai eu acho uma coisa,"Conversar com gente jovem, de escutar eles me escutarem. E a gente se diverte bastante também, vai. Eu acho uma coisa.",9.04,2.5677058696746826,0.0,0.0,nova-2
test\sp\46515_sp_.wav,46515_sp_.wav,coisa mais ridícula do mundo,,1.53,2.269103527069092,1.0,1.0,nova-2
test\sp\45781_sp_.wav,45781_sp_.wav,fazia parte de organização da loja e auxiliava o cliente quando ele precisava então,Fazia parte de organização da loja e auxiliar o cliente quando ele precisava então,4.938,2.3527543544769287,0.07142857142857142,0.024096385542168676,nova-2
test\CORAL\500_CO_bfammn26.wav,500_CO_bfammn26.wav,sou separada mas me sinto muito feliz,"Sou separada, mas me sinto muito feliz.",7.851,2.2457501888275146,0.0,0.0,nova-2
test\sp\46173_sp_.wav,46173_sp_.wav,odeio trânsito odeio,"Odeio trânsito odeio,",1.62,3.0223710536956787,0.0,0.0,nova-2
test\sp\45713_sp_.wav,45713_sp_.wav,fui na casa um um churrasco eu sou muito amiga da namorada dele então,Fui na casa de um churrasco eu sou muito amiga da namorada dele então.,3.47,2.3547346591949463,0.07142857142857142,0.028985507246376812,nova-2
test\sp\71516_sp_.wav,71516_sp_.wav,mas que que você acha por exemplo que as pessoa que o governo podia fazer pra acabar com essas coisas,Mas o que que você acha por exemplo que a pessoa que o governo podia fazer pra acabar com essas coisas?,4.3,2.1870510578155518,0.1,0.0297029702970297,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142570_nurc_.wav,142570_nurc_.wav,com a equipe do professor nelson rossi,A equipe do professor Nelson Rossi.,2.312,2.0857858657836914,0.14285714285714285,0.10526315789473684,nova-2
test\sp\46334_sp_.wav,46334_sp_.wav,eh,,1.448,1.7470049858093262,1.0,1.0,nova-2
test\alip\64409_alip_.wav,64409_alip_.wav,forte a gente sabe que,,1.16,2.1609606742858887,1.0,1.0,nova-2
test\sp\45196_sp_.wav,45196_sp_.wav,olhei pra trás e vi dois meninos vindo,Pra trás eu vi dois meninos menino.,2.315,1.932795763015747,0.375,0.2894736842105263,nova-2
test\sp\45995_sp_.wav,45995_sp_.wav,eh em outras férias por exemplo que eu me lembre,"Em outras férias, por exemplo, que eu me lembre.",2.92,1.9639732837677002,0.1,0.0625,nova-2
test\sp\44973_sp_.wav,44973_sp_.wav,fácil do mundo pra gente,,1.19,1.8237581253051758,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\62989_nurc_.wav,62989_nurc_.wav,isso é isso é próprio da condição humana,Isso é próprio da condição.,2.678,2.053342819213867,0.375,0.35,nova-2
test\alip\9752_alip_.wav,9752_alip_.wav,e teve que levar uns pontos na cabeça lá no posto eles queriam saber o que houve,"E eles levaram uns pontos na cabeça, lá no posto eles queriam saber o que houve.",6.0,2.2725863456726074,0.17647058823529413,0.1,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\243306_nurc_.wav,243306_nurc_.wav,porque acontece o seguinte,,2.545,2.0225791931152344,1.0,1.0,nova-2
test\sp\71151_sp_.wav,71151_sp_.wav,mas eu não tinha a mínima esperança de um dia ganhar dinheiro trabalhar com isso,Eu não tinha a mínima esperança de um dia ganhar dinheiro trabalhar com isso.,3.415,1.9914207458496094,0.06666666666666667,0.05,nova-2
test\alip\80251_alip_.wav,80251_alip_.wav,quando foi um dia,Quando foi os dias.,1.92,1.9021096229553223,0.5,0.17647058823529413,nova-2
test\alip\80246_alip_.wav,80246_alip_.wav,vi olha eu ganhar pera aqui menina,,1.76,2.189169406890869,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\128617_nurc_.wav,128617_nurc_.wav,pra botar aqueles canos,Vou mudar aqueles canos.,1.588,2.261749267578125,0.5,0.2608695652173913,nova-2
test\sp\48325_sp_.wav,48325_sp_.wav,que muita gente fala que não é fácil arrumar emprego mas é fácil sim é só você querer,"A gente fala que não é fácil arrumar emprego, mas é fácil sim, é só você",4.133,2.155303716659546,0.16666666666666666,0.17647058823529413,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\127101_nurc_.wav,127101_nurc_.wav,que andava com uma pulserinha nos pés,Andar com a pulseirinha nos pés.,2.227,2.1519758701324463,0.5714285714285714,0.24324324324324326,nova-2
test\CORAL\8028_CO_bfamcv20.wav,8028_CO_bfamcv20.wav,não,Não?,0.561,1.636596918106079,0.0,0.0,nova-2
test\sp\71837_sp_.wav,71837_sp_.wav,do carioca,O carioca.,0.951,1.8775770664215088,0.5,0.1,nova-2
test\Ted_part1\aETOz3IGfG0-0138.wav,aETOz3IGfG0-0138.wav,caro o brasil nunca nunca ele vai atingir o potencial que ele tem porque a desigualdade que a gente,"Cara, o Brasil nunca, nunca, ele vai atingir o potencial que ele tem, porque a desigualdade que a gente",6.92,2.963704824447632,0.05263157894736842,0.010101010101010102,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\140604_nurc_.wav,140604_nurc_.wav,para descartes,Para de cards.,1.243,1.9492716789245605,1.0,0.21428571428571427,nova-2
test\CORAL\8107_CO_bfamcv20.wav,8107_CO_bfamcv20.wav,né,,0.336,1.7620947360992432,1.0,1.0,nova-2
test\CORAL\23965_CO_bfammn09.wav,23965_CO_bfammn09.wav,e eu não tô aguentando,E eu não estou aguentando.,1.488,2.713228702545166,0.2,0.18181818181818182,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\140771_nurc_.wav,140771_nurc_.wav,a qual estaria ainda dentro de um discurso social,A qual estaria ainda dentro de um discurso social.,3.545,2.6685993671417236,0.0,0.0,nova-2
test\Ted_part1\a4ZFKFLLORE-0052.wav,a4ZFKFLLORE-0052.wav,a gente tá aqui presencialmente né durante a palestra eu tava aqui tirando foto e já virtualizando,"Está aqui presencialmente, né? Durante a palestra, eu estava aqui tirando foto e já virtualizando.",6.56,2.6537749767303467,0.23529411764705882,0.09183673469387756,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\243258_nurc_.wav,243258_nurc_.wav,a largura enorme,A largura em nó.,1.48,1.9385416507720947,0.6666666666666666,0.3125,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142781_nurc_.wav,142781_nurc_.wav,mas eh,"Mas,",2.285,2.521045207977295,0.5,0.5,nova-2
test\sp\48627_sp_.wav,48627_sp_.wav,e como que é o jeito das pessoas falarem o jeito delas falarem na cidade,,3.731,2.795689344406128,1.0,1.0,nova-2
test\Ted_part1\bnoorgXkmWE-0120.wav,bnoorgXkmWE-0120.wav,empresas afinal estou a contribuir para pessoas que estão a pagar e casas luxo e férias,"Para que empresas afinal estão eu a contribuir, para pessoas que estão a pagar casas de luxo e férias.",7.48,2.293142795562744,0.375,0.19540229885057472,nova-2
test\alip\62607_alip_.wav,62607_alip_.wav,aí ela já fala pra ela assim,A Elza fala pra ela assim.,1.88,2.025364398956299,0.42857142857142855,0.17857142857142858,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\127672_nurc_.wav,127672_nurc_.wav,raro não aparece nenhum preto,Raro não aparece de um preto.,2.33,2.0979812145233154,0.4,0.10344827586206896,nova-2
test\sp\46382_sp_.wav,46382_sp_.wav,enchente,,0.93,2.5038399696350098,1.0,1.0,nova-2
test\sp\45735_sp_.wav,45735_sp_.wav,fica aquela coisa meio estranha se choca um pouco,Aquela coisa meio estranha se choca um pouco,2.58,2.1233115196228027,0.1111111111111111,0.10204081632653061,nova-2
test\sp\46429_sp_.wav,46429_sp_.wav,o erre fica uma coisa meio,R fica uma coisa meio,1.52,1.8042142391204834,0.3333333333333333,0.19230769230769232,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\141149_nurc_.wav,141149_nurc_.wav,de atividade do sistema nervoso central,Atividade do sistema nervoso central.,2.649,2.0788474082946777,0.16666666666666666,0.07692307692307693,nova-2
test\alip\50735_alip_.wav,50735_alip_.wav,vão,Bom.,0.92,2.6056439876556396,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_029\195223_nurc_.wav,195223_nurc_.wav,pra ler pra estudar,Pra ler pra estudar.,1.22,1.8462269306182861,0.0,0.0,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\143016_nurc_.wav,143016_nurc_.wav,viesse a ter técnicos alocados e prazos bem definidos,Viesse a ter técnicos alocados e prazos bem definidos.,5.038,2.322195529937744,0.0,0.0,nova-2
test\sp\48430_sp_.wav,48430_sp_.wav,não que os outros não tenham,Que os outros não tenham.,1.67,1.7177369594573975,0.16666666666666666,0.14285714285714285,nova-2
test\alip\44246_alip_.wav,44246_alip_.wav,passar perto de uma árvore é e e tacar na árvore e e segurar o barco com eles,Passa perto de uma árvore e e tacar na árvore e e segurar o barco com eles.,7.92,2.9795267581939697,0.1111111111111111,0.03896103896103896,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_029\195072_nurc_.wav,195072_nurc_.wav,nem me lembro,,0.743,1.7918901443481445,1.0,1.0,nova-2
test\Ted_part1\A1yGXAJx-x8-0097.wav,A1yGXAJx-x8-0097.wav,de histórias uma mãe chegou e disse nossa eu nunca ouvi uma história nunca ninguém contou uma história pra mim,"Histórias, uma mãe chegou e disse, nossa, eu nunca ouvi uma história, nunca ninguém contou uma história pra",9.56,2.834909439086914,0.1,0.06363636363636363,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\63150_nurc_.wav,63150_nurc_.wav,quer dizer afastado do centro,,2.169,2.5357542037963867,1.0,1.0,nova-2
test\alip\9718_alip_.wav,9718_alip_.wav,aí ele foi aí ele ficava com uma ficava um certo tempo com a outra,Aí ele ficava com uma ficava um certo tempo com a outra.,4.04,2.5523171424865723,0.2,0.16666666666666666,nova-2
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\62941_nurc_.wav,62941_nurc_.wav,faz jane,Faz,0.889,2.0043275356292725,0.5,0.625,nova-2
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\140702_nurc_.wav,140702_nurc_.wav,o que seria dizer que,"O que seria dizer que,",1.619,3.0251824855804443,0.0,0.0,nova-2
test\CORAL\15807_CO_bfammn30.wav,15807_CO_bfammn30.wav,e comigo nunca aconteceu,E comigo nunca aconteceu.,3.051,2.391948938369751,0.0,0.0,nova-2
test\alip\64564_alip_.wav,64564_alip_.wav,não tem conversa,,0.92,2.390364408493042,1.0,1.0,nova-2
test\sp\47479_sp_.wav,47479_sp_.wav,mudou,Mudou.,0.48,2.3092007637023926,0.0,0.0,nova-2
test\CORAL\14460_CO_bfammn31.wav,14460_CO_bfammn31.wav,aí eu eles não deixaram falaram que isso cê tá doida ele não tá aí não ele saiu,"Aí eles não deixaram falar, Key, você está doido? Ele não está aí não, ele saiu.",4.446,2.0229084491729736,0.4444444444444444,0.21518987341772153,nova-2
test\alip\64483_alip_.wav,64483_alip_.wav,tipo cortou meu pai aqui de fora a fora,,2.84,1.9204316139221191,1.0,1.0,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\243249_nurc_.wav,243249_nurc_.wav,por exemplo no havaí o problema não é tão grande,Por exemplo no Havaí o problema não é tão grande.,2.805,2.5177929401397705,0.0,0.0,nova-2
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_029\194833_nurc_.wav,194833_nurc_.wav,em termo de diversão pública,,1.795,1.968916893005371,1.0,1.0,nova-2
